city,state,total_dc_fast_kw,total_level2_kw,stress_score,investment_category
Morris,MN,100,0,0.954,Stable/Growing
Keene,NH,100,28,0.954,Stable/Growing
Murrells Inlet,SC,0,14,100.0,Critical Opportunity
Negaunee,MI,0,28,100.0,Critical Opportunity
Paso Robles,CA,600,224,0.159,Saturated Market
ALGONA,IA,100,0,0.954,Stable/Growing
Rising Sun,MD,0,14,100.0,Critical Opportunity
Germantown,OH,0,14,100.0,Critical Opportunity
Camarillo,CA,2200,665,0.0434,Saturated Market
Mt Vernon,IL,0,70,100.0,Critical Opportunity
Mount Kisco,NY,0,28,100.0,Critical Opportunity
South Pittsburg,TN,0,14,100.0,Critical Opportunity
Suitland,MD,0,14,100.0,Critical Opportunity
Remington,IN,200,0,0.477,Saturated Market
Eugene,OR,1350,658,0.0707,Saturated Market
Haverstraw,NY,0,980,100.0,Critical Opportunity
San Bernardino,CA,2400,1617,0.0397,Saturated Market
Jackson Heights,NY,0,14,100.0,Critical Opportunity
Christiansburg,VA,200,63,0.477,Saturated Market
Caldwell,OH,200,0,0.477,Saturated Market
Bothell,WA,1400,119,0.0681,Saturated Market
Islesboro,ME,0,7,100.0,Critical Opportunity
St Johnsbury,VT,400,0,0.2385,Saturated Market
Berea,OH,0,28,100.0,Critical Opportunity
Smiths Creek,MI,200,0,0.477,Saturated Market
Hearne,TX,600,0,0.159,Saturated Market
Dillon Beach,CA,0,7,100.0,Critical Opportunity
Roselle Park,NJ,0,21,100.0,Critical Opportunity
Columbia,CT,250,126,0.3816,Saturated Market
Ellington,CT,200,126,0.477,Saturated Market
Royersford,PA,50,14,1.9079,High Opportunity
Edwardsville,PA,0,28,100.0,Critical Opportunity
Santa Clarita,CA,2400,245,0.0397,Saturated Market
Clarksville,IN,0,21,100.0,Critical Opportunity
Acton,MA,400,210,0.2385,Saturated Market
Wood Village,OR,0,14,100.0,Critical Opportunity
Himrod,NY,0,28,100.0,Critical Opportunity
Wrightwood,CA,0,7,100.0,Critical Opportunity
Los Angeles,CA,17300,29106,0.0055,Saturated Market
Lorena,TX,1000,0,0.0954,Saturated Market
Manson,WA,0,63,100.0,Critical Opportunity
Sandersville,GA,50,28,1.9079,High Opportunity
Millersport,OH,200,0,0.477,Saturated Market
Coopersburg,PA,0,119,100.0,Critical Opportunity
Valencia,CA,1200,147,0.0795,Saturated Market
Lexington,TN,0,14,100.0,Critical Opportunity
Niwot,CO,200,28,0.477,Saturated Market
East St Louis,IL,300,0,0.318,Saturated Market
Portland,ME,800,1064,0.1192,Saturated Market
San Rafael,CA,400,378,0.2385,Saturated Market
Girard,KS,0,14,100.0,Critical Opportunity
American Canyon,CA,0,140,100.0,Critical Opportunity
Herculaneum,MO,200,0,0.477,Saturated Market
Big Spring,TX,1000,0,0.0954,Saturated Market
Clayton,NC,0,28,100.0,Critical Opportunity
Horn Lake,MS,600,0,0.159,Saturated Market
Newark,NY,0,70,100.0,Critical Opportunity
Revere,MA,600,105,0.159,Saturated Market
Waldo,FL,200,0,0.477,Saturated Market
Redmond,OR,400,119,0.2385,Saturated Market
Ocracoke,NC,0,7,100.0,Critical Opportunity
Philo,CA,0,14,100.0,Critical Opportunity
Ortonville,MI,0,14,100.0,Critical Opportunity
Wheeling,IL,0,112,100.0,Critical Opportunity
McComb,MS,0,35,100.0,Critical Opportunity
Owatonna,MN,900,56,0.106,Saturated Market
Danbury,CT,250,182,0.3816,Saturated Market
Berwyn Heights,MD,0,14,100.0,Critical Opportunity
Cornelius,OR,0,49,100.0,Critical Opportunity
Menlo Park,CA,1000,1120,0.0954,Saturated Market
La Veta,CO,100,0,0.954,Stable/Growing
Kalispell,MT,850,14,0.1122,Saturated Market
Coconut Creek,FL,400,126,0.2385,Saturated Market
Bluefield,WV,0,28,100.0,Critical Opportunity
Fraser,CO,0,70,100.0,Critical Opportunity
Riverdale,NJ,800,7,0.1192,Saturated Market
Corpus Christi,TX,1050,343,0.0909,Saturated Market
Clark,NJ,1000,84,0.0954,Saturated Market
Idleyld Park,OR,0,28,100.0,Critical Opportunity
Somers,NY,0,28,100.0,Critical Opportunity
Glen Rose,TX,0,42,100.0,Critical Opportunity
Aubrey,TX,50,84,1.9079,High Opportunity
Sunset,SC,0,14,100.0,Critical Opportunity
Rangeley,ME,200,91,0.477,Saturated Market
Mission,KS,0,28,100.0,Critical Opportunity
Wayne,PA,0,98,100.0,Critical Opportunity
Wickenburg,AZ,1100,21,0.0867,Saturated Market
Lower Burrell,PA,0,14,100.0,Critical Opportunity
Baton Rouge,LA,1850,455,0.0516,Saturated Market
Glen Arbor,MI,200,0,0.477,Saturated Market
Burgettstown,PA,100,28,0.954,Stable/Growing
Cayuga,NY,0,28,100.0,Critical Opportunity
Hamburg,NJ,0,7,100.0,Critical Opportunity
Orem,UT,600,175,0.159,Saturated Market
Clawson,MI,200,7,0.477,Saturated Market
Maryville,MO,200,28,0.477,Saturated Market
Viroqua,WI,0,28,100.0,Critical Opportunity
Oldsmar,FL,400,14,0.2385,Saturated Market
Hope Hull,AL,200,14,0.477,Saturated Market
Elyria,OH,550,56,0.1734,Saturated Market
Johnson Creek,WI,400,28,0.2385,Saturated Market
Sultan,WA,50,0,1.9079,High Opportunity
Norris,TN,0,14,100.0,Critical Opportunity
Pine Grove,PA,0,28,100.0,Critical Opportunity
Dayton,TN,200,0,0.477,Saturated Market
Butler,NJ,0,28,100.0,Critical Opportunity
Wautoma,WI,0,28,100.0,Critical Opportunity
Lyndon,KY,0,14,100.0,Critical Opportunity
Johnstown,CO,600,0,0.159,Saturated Market
Smithville,TN,100,0,0.954,Stable/Growing
St Peters,MO,300,0,0.318,Saturated Market
Waynesboro,VA,350,42,0.2726,Saturated Market
Morgan,UT,0,14,100.0,Critical Opportunity
Forks,WA,300,28,0.318,Saturated Market
Plainfield,NJ,300,0,0.318,Saturated Market
West Hollywood,CA,400,525,0.2385,Saturated Market
Catskill,NY,400,126,0.2385,Saturated Market
Harmony,PA,0,21,100.0,Critical Opportunity
Groton,CT,0,210,100.0,Critical Opportunity
Mansfield,TX,0,105,100.0,Critical Opportunity
Mexia,TX,50,14,1.9079,High Opportunity
Travelers Rest,SC,200,14,0.477,Saturated Market
West Winfield,NY,0,28,100.0,Critical Opportunity
Warren,VT,0,56,100.0,Critical Opportunity
Lancaster,CA,1250,350,0.0763,Saturated Market
Calexico,CA,800,42,0.1192,Saturated Market
Wilsonville,OR,800,161,0.1192,Saturated Market
Lakeway,TX,0,28,100.0,Critical Opportunity
Ridgefield,CT,100,56,0.954,Stable/Growing
Roscommon,MI,0,35,100.0,Critical Opportunity
Cedar Valley,UT,0,28,100.0,Critical Opportunity
Horsham,PA,100,42,0.954,Stable/Growing
Enola,PA,0,56,100.0,Critical Opportunity
Greenfield,IN,100,14,0.954,Stable/Growing
Colfax,CA,50,7,1.9079,High Opportunity
Norwood,MA,200,462,0.477,Saturated Market
Naples,NY,0,14,100.0,Critical Opportunity
Amityville,NY,0,42,100.0,Critical Opportunity
West Hartford,CT,350,161,0.2726,Saturated Market
Frankfort,KY,450,84,0.212,Saturated Market
Georgetown Township,MI,100,0,0.954,Stable/Growing
North Haven,CT,300,98,0.318,Saturated Market
Divide,CO,100,14,0.954,Stable/Growing
Santa Teresa,NM,0,28,100.0,Critical Opportunity
Springfield,KY,0,42,100.0,Critical Opportunity
MECHANICSBURG,PA,50,28,1.9079,High Opportunity
Chino,CA,1300,133,0.0734,Saturated Market
Ritzville,WA,600,28,0.159,Saturated Market
Bloomfield,CT,0,182,100.0,Critical Opportunity
Bloomington,MN,1050,357,0.0909,Saturated Market
White Plains,NY,600,1421,0.159,Saturated Market
Lake Township,OH,200,0,0.477,Saturated Market
Marcellus,NY,0,126,100.0,Critical Opportunity
Franklin,IN,400,42,0.2385,Saturated Market
Enterprise,OR,0,14,100.0,Critical Opportunity
Danville,VA,150,56,0.636,Stable/Growing
Old Orchard Beach,ME,0,28,100.0,Critical Opportunity
Broadalbin,NY,0,28,100.0,Critical Opportunity
St Clair Shores,MI,200,98,0.477,Saturated Market
Pleasanton,TX,700,21,0.1363,Saturated Market
The Dalles,OR,300,28,0.318,Saturated Market
Montgomery,TX,50,56,1.9079,High Opportunity
Cresco,IA,0,14,100.0,Critical Opportunity
Hopewell Junction,NY,0,42,100.0,Critical Opportunity
Deer Park,WA,100,14,0.954,Stable/Growing
Blackstone,MA,300,0,0.318,Saturated Market
Orange,CT,0,14,100.0,Critical Opportunity
Cohasset,MN,100,14,0.954,Stable/Growing
Grants Pass,OR,900,98,0.106,Saturated Market
Egg Harbor Township,NJ,1150,42,0.083,Saturated Market
Milledgeville,GA,300,14,0.318,Saturated Market
West Point,NY,0,322,100.0,Critical Opportunity
South River,NJ,400,14,0.2385,Saturated Market
Flushing,NY,0,112,100.0,Critical Opportunity
Groveland,FL,0,14,100.0,Critical Opportunity
Hebron,CT,0,84,100.0,Critical Opportunity
Hochatown,OK,0,63,100.0,Critical Opportunity
Delaware,OH,500,105,0.1908,Saturated Market
TREVOSE,PA,50,7,1.9079,High Opportunity
Egg Harbor,WI,0,14,100.0,Critical Opportunity
Buckeye,AZ,100,91,0.954,Stable/Growing
White Lake charter Township,MI,0,14,100.0,Critical Opportunity
Anaheim,CA,5300,2100,0.018,Saturated Market
Joint Base Andrews,MD,0,28,100.0,Critical Opportunity
Maywood,NJ,100,0,0.954,Stable/Growing
Santa Ysabel,CA,0,14,100.0,Critical Opportunity
City of Industry,CA,700,154,0.1363,Saturated Market
Peterburg,FL,300,0,0.318,Saturated Market
Scottsbluff,NE,100,28,0.954,Stable/Growing
Sterling,CO,500,14,0.1908,Saturated Market
Norris,MT,0,7,100.0,Critical Opportunity
Westcliffe,CO,0,28,100.0,Critical Opportunity
Casper,WY,450,0,0.212,Saturated Market
Plymouth,WI,0,7,100.0,Critical Opportunity
Claremont,CA,200,196,0.477,Saturated Market
Concordia,KS,200,21,0.477,Saturated Market
North Kingstown,RI,0,154,100.0,Critical Opportunity
Sugarland,TX,400,42,0.2385,Saturated Market
Amenia,NY,0,14,100.0,Critical Opportunity
Chazy,NY,0,7,100.0,Critical Opportunity
Stuarts Draft,VA,400,0,0.2385,Saturated Market
Ames,IA,900,147,0.106,Saturated Market
Tamarac,FL,0,56,100.0,Critical Opportunity
Dunn,NC,200,0,0.477,Saturated Market
Irvington,VA,0,28,100.0,Critical Opportunity
Lambertville,NJ,0,7,100.0,Critical Opportunity
Oakhurst,CA,400,42,0.2385,Saturated Market
Churchville,NY,300,14,0.318,Saturated Market
El Paso,IL,300,0,0.318,Saturated Market
Ocilla,GA,100,0,0.954,Stable/Growing
Muskego,WI,0,70,100.0,Critical Opportunity
Hazelton,PA,0,7,100.0,Critical Opportunity
Johnstown,PA,0,70,100.0,Critical Opportunity
Tyrone,PA,0,21,100.0,Critical Opportunity
The Plains,OH,0,14,100.0,Critical Opportunity
Kailua,HI,200,70,0.477,Saturated Market
Pauls Valley,OK,250,7,0.3816,Saturated Market
St. Cloud,FL,500,56,0.1908,Saturated Market
Delano,CA,0,126,100.0,Critical Opportunity
Humboldt,IA,200,0,0.477,Saturated Market
Dunkirk,MD,0,14,100.0,Critical Opportunity
Gresham,OR,400,154,0.2385,Saturated Market
ORLANDO,FL,0,28,100.0,Critical Opportunity
Moreau,NY,0,42,100.0,Critical Opportunity
Riverhead,NY,800,315,0.1192,Saturated Market
Los Altos Hills,CA,0,14,100.0,Critical Opportunity
Coachella,CA,50,0,1.9079,High Opportunity
Norfolk,NY,0,14,100.0,Critical Opportunity
McKees Rocks,PA,550,0,0.1734,Saturated Market
Champaign,IL,1500,455,0.0636,Saturated Market
Henderson,NV,2400,413,0.0397,Saturated Market
Grand Prairie,TX,2150,448,0.0444,Saturated Market
Amsterdam,NY,400,294,0.2385,Saturated Market
Bethel Park,PA,400,84,0.2385,Saturated Market
Floyd,VA,0,42,100.0,Critical Opportunity
Mifflinville,PA,200,0,0.477,Saturated Market
Bass Harbor,ME,0,21,100.0,Critical Opportunity
Tomah,WI,0,0,100.0,Critical Opportunity
Gorham,NH,150,35,0.636,Stable/Growing
Indian Trail,NC,400,70,0.2385,Saturated Market
Moapa,NV,600,0,0.159,Saturated Market
Essex Fenner,CA,200,0,0.477,Saturated Market
Perry,IA,0,28,100.0,Critical Opportunity
EDISON,NJ,0,14,100.0,Critical Opportunity
Chehalis,WA,1100,14,0.0867,Saturated Market
Quincy,CA,400,28,0.2385,Saturated Market
Belvidere,IL,500,70,0.1908,Saturated Market
Moosic,PA,300,0,0.318,Saturated Market
Newaygo,MI,0,14,100.0,Critical Opportunity
Inyokern,CA,300,14,0.318,Saturated Market
Great Barrington,MA,300,42,0.318,Saturated Market
Hardwick,VT,100,28,0.954,Stable/Growing
Knights Landing,CA,0,28,100.0,Critical Opportunity
Henderson,TN,100,14,0.954,Stable/Growing
Key West,FL,0,56,100.0,Critical Opportunity
Wildomar,CA,200,84,0.477,Saturated Market
MATTESON,IL,200,0,0.477,Saturated Market
Pomfret,CT,0,14,100.0,Critical Opportunity
Somers Point,NJ,400,0,0.2385,Saturated Market
El Dorado,AR,0,84,100.0,Critical Opportunity
Bay Minette,AL,300,0,0.318,Saturated Market
Weymouth,MA,100,14,0.954,Stable/Growing
Washington,UT,800,84,0.1192,Saturated Market
Wynantskill,NY,0,14,100.0,Critical Opportunity
Silver Springs,MD,0,14,100.0,Critical Opportunity
Souderton,PA,400,21,0.2385,Saturated Market
Tucker,GA,700,7,0.1363,Saturated Market
Forestburgh,NY,0,28,100.0,Critical Opportunity
Dover,NJ,50,7,1.9079,High Opportunity
Walker,MN,0,28,100.0,Critical Opportunity
Altoona,IA,0,182,100.0,Critical Opportunity
Eagleville,PA,0,42,100.0,Critical Opportunity
Sandston,VA,0,98,100.0,Critical Opportunity
Cedar City,UT,1100,56,0.0867,Saturated Market
Shrewsbury,MA,300,238,0.318,Saturated Market
South Easton,MA,400,0,0.2385,Saturated Market
Brooksville,FL,1300,119,0.0734,Saturated Market
Pearl City,HI,300,0,0.318,Saturated Market
SURPRISE,AZ,150,21,0.636,Stable/Growing
Pendleton,SC,0,21,100.0,Critical Opportunity
Plymouth,IN,100,49,0.954,Stable/Growing
Calumet,MI,0,7,100.0,Critical Opportunity
Biola,CA,0,7,100.0,Critical Opportunity
Edmond,OK,1050,112,0.0909,Saturated Market
Fayetteville,WV,0,7,100.0,Critical Opportunity
Sparks,NV,400,42,0.2385,Saturated Market
Allston,MA,150,182,0.636,Stable/Growing
Hewlett,NY,600,0,0.159,Saturated Market
Watertown,NY,350,259,0.2726,Saturated Market
Charleston,SC,1200,560,0.0795,Saturated Market
Elk Grove Village,IL,400,42,0.2385,Saturated Market
Royal Oak,MI,400,140,0.2385,Saturated Market
Freetown,MA,400,0,0.2385,Saturated Market
Balch Springs,TX,0,14,100.0,Critical Opportunity
West Caldwell,NJ,0,14,100.0,Critical Opportunity
Bowie,MD,1000,322,0.0954,Saturated Market
Forsyth,GA,50,14,1.9079,High Opportunity
Palm Springs,CA,600,182,0.159,Saturated Market
Gurnee,IL,100,35,0.954,Stable/Growing
Karnes City,TX,0,35,100.0,Critical Opportunity
St Helena,CA,0,14,100.0,Critical Opportunity
Cincinnati,OH,2000,1547,0.0477,Saturated Market
Addis,LA,0,14,100.0,Critical Opportunity
North Miami,FL,0,231,100.0,Critical Opportunity
Washington,MD,0,14,100.0,Critical Opportunity
Carlin,NV,700,0,0.1363,Saturated Market
Round Rock,TX,950,280,0.1004,Saturated Market
Apopka,FL,850,161,0.1122,Saturated Market
Carpinteria,CA,100,70,0.954,Stable/Growing
Wilmington,MA,0,301,100.0,Critical Opportunity
Newton,NJ,100,70,0.954,Stable/Growing
Moundville,AL,0,42,100.0,Critical Opportunity
Union City,GA,100,35,0.954,Stable/Growing
Irvine,CA,2400,6244,0.0397,Saturated Market
Kirkwood,NY,600,0,0.159,Saturated Market
Troutdale,OR,400,28,0.2385,Saturated Market
Swanton,OH,0,28,100.0,Critical Opportunity
Woodside,NY,100,42,0.954,Stable/Growing
West Gardiner,ME,100,14,0.954,Stable/Growing
Clare,MI,600,35,0.159,Saturated Market
La Verne,CA,800,126,0.1192,Saturated Market
Smithtown,NY,450,28,0.212,Saturated Market
Washtucna,WA,0,28,100.0,Critical Opportunity
Garnerville,NY,200,357,0.477,Saturated Market
Stebbins,AK,0,7,100.0,Critical Opportunity
Jeffersonville,NY,0,7,100.0,Critical Opportunity
Fowler,CA,0,56,100.0,Critical Opportunity
Perris,CA,900,819,0.106,Saturated Market
Fort Lauderdale,FL,400,966,0.2385,Saturated Market
Paramus,NJ,4000,364,0.0238,Saturated Market
Hugo,MN,0,14,100.0,Critical Opportunity
Austin,TX,8250,5845,0.0116,Saturated Market
Bel Air,CA,0,63,100.0,Critical Opportunity
Athens,TX,400,14,0.2385,Saturated Market
Great Lakes,IL,0,14,100.0,Critical Opportunity
West Burlington,IA,300,0,0.318,Saturated Market
Upper Saddle River,NJ,0,84,100.0,Critical Opportunity
Mt. Pocono,PA,400,42,0.2385,Saturated Market
Sewickley,PA,200,35,0.477,Saturated Market
Williamstown,NJ,300,0,0.318,Saturated Market
Crawfordville,GA,200,0,0.477,Saturated Market
